Total clusters, 28

Cluster Index, 0
Size, 2
NWASP, 1
NCK, 1
NEPHRIN, 0

Cluster Index, 1
Size, 4
NWASP, 2
NCK, 2
NEPHRIN, 0

Cluster Index, 4
Size, 2
NWASP, 1
NCK, 1
NEPHRIN, 0

Cluster Index, 5
Size, 2
NWASP, 1
NCK, 1
NEPHRIN, 0

Cluster Index, 8
Size, 2
NWASP, 1
NCK, 1
NEPHRIN, 0

Cluster Index, 15
Size, 2
NWASP, 0
NCK, 1
NEPHRIN, 1

